link,sex
https://www.tfrrs.org/athletes/2747491/Robert_Morris_PA/Sarah_Lueck.html,w
https://www.tfrrs.org/athletes/2750580/Pittsburgh/Rachael_McIntosh.html,w
https://www.tfrrs.org/athletes/2215354/Ashland/Cheryl_Bourne.html,w
https://www.tfrrs.org/athletes/2127096/Delaware_State/Nykeisha_Sewell.html,w
https://www.tfrrs.org/athletes/2216241/Toledo/Julie_Snyder.html,w
https://www.tfrrs.org/athletes/2213683/Pittsburgh/Kathryn_Bannantine.html,w
https://www.tfrrs.org/athletes/1199355/Ashland/Lisa_Roth.html,w
https://www.tfrrs.org/athletes/2218731/California_PA/Khyalyani_Whitiker.html,w
https://www.tfrrs.org/athletes/2662061/Delaware_State/Wendi_Clark.html,w
https://www.tfrrs.org/athletes/1717277/Pittsburgh/Kaitlyn_Flynn.html,w
https://www.tfrrs.org/athletes/2759677/California_PA/Farath_Raphael.html,w
https://www.tfrrs.org/athletes/2748652/Slippery_Rock/Kim_Stitt.html,w
https://www.tfrrs.org/athletes/1697203/Malone/Beth__Costello.html,w
https://www.tfrrs.org/athletes/2741386/Tiffin/Kayla_Ellks.html,w
https://www.tfrrs.org/athletes/1694703/Slippery_Rock/Julianna_Guido.html,w
https://www.tfrrs.org/athletes/2747489/Robert_Morris_PA/Rebecca_Kyper.html,w
https://www.tfrrs.org/athletes/2217509/Tiffin/Antoine_Allen.html,m
https://www.tfrrs.org/athletes/2751849/Ohio_State/Heath_Nickles.html,m
https://www.tfrrs.org/athletes/1206121/Hampton/Lamar_Veale.html,m
https://www.tfrrs.org/athletes/2705172/Lake_Erie/Isaac_Snyder.html,m
https://www.tfrrs.org/athletes/2284568/UMBC/Keith_Onto.html,m
https://www.tfrrs.org/athletes/2758199/West_Virginia_Wesleyan/Cuylor_Edgell.html,m
https://www.tfrrs.org/athletes/1724183/Hampton/Damon__Dixon.html,m
https://www.tfrrs.org/athletes/1179948/UMBC/Dominic_Devaud.html,m
https://www.tfrrs.org/athletes/2268553/Kent_State/Dean_Wood.html,m
https://www.tfrrs.org/athletes/2766756/Malone/Shane_McLaughlin.html,m
https://www.tfrrs.org/athletes/2766445/Kent_State/Corey_Slater.html,m
https://www.tfrrs.org/athletes/2766444/Kent_State/Dexter__Shreve.html,m
https://www.tfrrs.org/athletes/1211422/Tiffin/Dan_Snyder.html,m
https://www.tfrrs.org/athletes/2748593/Slippery_Rock/Andrew_Greenslade.html,m
https://www.tfrrs.org/athletes/1211109/Slippery_Rock/Brady_Wert.html,m
https://www.tfrrs.org/athletes/2745888/UMBC/Michael_Bucherri.html,m
https://www.tfrrs.org/athletes/2751852/Ohio_State/Korbin_Smith.html,m
https://www.tfrrs.org/athletes/2766440/Kent_State/Keith_Hurst.html,m
https://www.tfrrs.org/athletes/941129/West_Virginia_Wesleyan/Ricky_Kump.html,m
https://www.tfrrs.org/athletes/1755113/Kent_State/Michael_Schober.html,m
https://www.tfrrs.org/athletes/2015070/Hampton/Stephen_Ramsey.html,m
https://www.tfrrs.org/athletes/2744363/UMBC/Martin_Nevarez.html,m
https://www.tfrrs.org/athletes/2766408/Malone/Kyle__Wagner.html,m
https://www.tfrrs.org/athletes/1384709/Central_Missouri/Erin_Eiken.html,w
https://www.tfrrs.org/athletes/2263648/Central_Missouri/Angela_Selby.html,w
https://www.tfrrs.org/athletes/2263647/Central_Missouri/Lindsay_Lettow.html,w
https://www.tfrrs.org/athletes/818098/Central_Missouri/Anne_Carlson.html,w
https://www.tfrrs.org/athletes/1876277/Central_Missouri/Jenna_Schmidt.html,w
https://www.tfrrs.org/athletes/2263664/Central_Missouri/Brent_Vogel.html,m
https://www.tfrrs.org/athletes/2263668/Central_Missouri/Carl_McCargo.html,m
https://www.tfrrs.org/athletes/2263667/Central_Missouri/Bryan_Dougherty.html,m
https://www.tfrrs.org/athletes/2263666/Central_Missouri/Shawn_Boss.html,m
https://www.tfrrs.org/athletes/2771439/Doane/Brad_Higgins.html,m
https://www.tfrrs.org/athletes/2771440/Doane/Dustin_Schwartz.html,m
https://www.tfrrs.org/athletes/2743683/Central_Missouri/Taylor_Manaco.html,m
https://www.tfrrs.org/athletes/2743670/Central_Missouri/Justin_Beard.html,m
https://www.tfrrs.org/athletes/1876019/Central_Missouri/Alex_Lohman.html,m
https://www.tfrrs.org/athletes/880473/NW_Missouri/Emily_Churchman.html,w
https://www.tfrrs.org/athletes/980670/NW_Missouri/Jennifer_Kiss.html,w
https://www.tfrrs.org/athletes/2408672/Nebraska_Kearney/Cameron_Smith.html,w
https://www.tfrrs.org/athletes/880474/NW_Missouri/Johanna_Avilez.html,w
https://www.tfrrs.org/athletes/2759942/NW_Missouri/Megan_Davis.html,w
https://www.tfrrs.org/athletes/2408673/Nebraska_Kearney/Emma__Kelly.html,w
https://www.tfrrs.org/athletes/1444938/NW_Missouri/Jacob_Dupin.html,m
https://www.tfrrs.org/athletes/2748250/Scott_Wenzl.html,m
https://www.tfrrs.org/athletes/2748219/Nebraska_Kearney/Bryson_Mahlberg.html,m
https://www.tfrrs.org/athletes/1933898/Zane_Myers.html,m
https://www.tfrrs.org/athletes/2759864/NW_Missouri/Seth_Staashelm.html,m
https://www.tfrrs.org/athletes/2759866/NW_Missouri/Zeke_Winans.html,m
https://www.tfrrs.org/athletes/2748903/Wayne_St_NE/Paige_Pollard.html,w
https://www.tfrrs.org/athletes/2748920/Wayne_St_NE/John_Musil.html,m
https://www.tfrrs.org/athletes/2748921/Wayne_St_NE/Cody__Diehl.html,m
https://www.tfrrs.org/athletes/1469742/Bemidji_St/Zac_Preble.html,m
https://www.tfrrs.org/athletes/1279524/Ben_Jasinski.html,m
https://www.tfrrs.org/athletes/1239005/North_Dakota_St/Ted_Rud.html,m
https://www.tfrrs.org/athletes/2756580/Bemidji_St/Tandy_Juell.html,m
https://www.tfrrs.org/athletes/1749284/North_Dakota_St/Weston_Leutz.html,m
https://www.tfrrs.org/athletes/2252470/North_Dakota_St/Ryan__Jenson.html,m
https://www.tfrrs.org/athletes/1960249/Bemidji_St/Brian_Baulke.html,m
https://www.tfrrs.org/athletes/1352016/North_Dakota_St/Whitney_Carlson.html,w
https://www.tfrrs.org/athletes/941418/North_Dakota_St/Heather_Zander.html,w
https://www.tfrrs.org/athletes/1775394/South_Dakota_St/Andrea_Cota.html,w
https://www.tfrrs.org/athletes/1956466/South_Dakota_St/Rachael_Hakk.html,w
https://www.tfrrs.org/athletes/1760541/Bemidji_St/Pearl__Walker.html,w
https://www.tfrrs.org/athletes/2767194/North_Dakota_St/Emily_Stalpes.html,w
https://www.tfrrs.org/athletes/2227393/Maine/Katherine_McGeoghan.html,w
https://www.tfrrs.org/athletes/1692443/New_Hampshire/Megan__Donohue.html,w
https://www.tfrrs.org/athletes/2754583/New_Hampshire/Kayla_Smith.html,w
https://www.tfrrs.org/athletes/2215379/New_Hampshire/Jacquelyn_Mendes.html,w
https://www.tfrrs.org/athletes/1238550/Maine/Tanya_Simard.html,w
https://www.tfrrs.org/athletes/2227398/Maine/Angela_Stakus.html,w
https://www.tfrrs.org/athletes/1201953/New_Hampshire/Anders_Nordquist.html,m
https://www.tfrrs.org/athletes/2227335/Maine/Brian_Martel.html,m
https://www.tfrrs.org/athletes/2216711/New_Hampshire/Frank_Radlof.html,m
https://www.tfrrs.org/athletes/2216710/New_Hampshire/Renrick_Pesce.html,m
https://www.tfrrs.org/athletes/2768848/Maine/Matthew_Toothaker.html,m
https://www.tfrrs.org/athletes/2753058/New_Hampshire/Michael_Marshall.html,m
https://www.tfrrs.org/athletes/2748811/Emporia_St/Bret_Gross.html,m
https://www.tfrrs.org/athletes/2748810/Emporia_St/Tony_Granillo.html,m
https://www.tfrrs.org/athletes/2759522/Fort_Hays_St/Alec_Wold.html,m
https://www.tfrrs.org/athletes/2411760/Emporia_St/Cole_Davis.html,m
https://www.tfrrs.org/athletes/2750239/Jacksonville/Charlene_Charles.html,w
https://www.tfrrs.org/athletes/1754939/Fort_Hays_St/Carissa_Heim.html,w
https://www.tfrrs.org/athletes/2748517/Kansas_State/Cenarda_Jackson.html,w
https://www.tfrrs.org/athletes/2411846/Emporia_St/Justine_Davenport.html,w
https://www.tfrrs.org/athletes/2279090/Toronto/Jessica_Caterini.html,w
https://www.tfrrs.org/athletes/1005820/Toronto/Tory_Merrill.html,w
https://www.tfrrs.org/athletes/2741813/Cornell/Erin_McKee.html,w
https://www.tfrrs.org/athletes/2758449/Cortland_St/Nicole_Schafer.html,w
https://www.tfrrs.org/athletes/1745124/Binghamton/Rosie_DeFino.html,w
https://www.tfrrs.org/athletes/2758451/Cortland_St/Michelle_Thomas.html,w
https://www.tfrrs.org/athletes/2243772/Cornell/Karen_Schillinger.html,w
https://www.tfrrs.org/athletes/2230013/Binghamton/Alice_O'Dell.html,w
https://www.tfrrs.org/athletes/2230003/Binghamton/Jess_Conter.html,w
https://www.tfrrs.org/athletes/2252178/Cortland_St/Brenna_Filipello.html,w
https://www.tfrrs.org/athletes/2235613/Cornell/Nick_Huber.html,m
https://www.tfrrs.org/athletes/1714772/Cornell/Alex__Holcombe.html,m
https://www.tfrrs.org/athletes/2308499/Cornell/Chris_Ryan.html,m
https://www.tfrrs.org/athletes/2742585/Cornell/Cariello_David.html,m
https://www.tfrrs.org/athletes/2235606/Cornell/Josh_Cusick.html,m
https://www.tfrrs.org/athletes/2759470/Montana/Lindsey_Hall.html,w
https://www.tfrrs.org/athletes/2231023/Eastern_Washington/Christy_Borders.html,w
https://www.tfrrs.org/athletes/2220105/Montana/Melissa_Mauro.html,w
https://www.tfrrs.org/athletes/2747994/Eastern_Washington/Liz_Cobb.html,w
https://www.tfrrs.org/athletes/2748000/Eastern_Washington/Elise_Jepsen.html,w
https://www.tfrrs.org/athletes/2759464/Montana/Kourtney_Danreuther.html,w
https://www.tfrrs.org/athletes/2748767/Eastern_Washington/Tim_Armstrong.html,m
https://www.tfrrs.org/athletes/1234224/Montana/Chris_Hicks.html,m
https://www.tfrrs.org/athletes/1234214/Montana/Michael_Blanchard.html,m
https://www.tfrrs.org/athletes/1723042/Eastern_Washington/Kersee_Lind.html,m
https://www.tfrrs.org/athletes/1726795/Montana/Evan_Stokken.html,m
https://www.tfrrs.org/athletes/775694/Sarana_Hyatt.html,w
https://www.tfrrs.org/athletes/2835590/Rhode_Island/Caroline_Warren.html,w
https://www.tfrrs.org/athletes/2745799/Rhode_Island/Kelly_McCabe.html,w
https://www.tfrrs.org/athletes/1214587/Sacred_Heart/Bonnie_Kilis.html,w
https://www.tfrrs.org/athletes/1204980/New_Hampshire/Kelly_Thomas.html,w
https://www.tfrrs.org/athletes/1699899/Holy_Cross/Ashley_Buckley.html,w
https://www.tfrrs.org/athletes/1692444/New_Hampshire/Kaitlyn_Dugan.html,w
https://www.tfrrs.org/athletes/2244079/Rhode_Island/Marissa_Norman.html,w
https://www.tfrrs.org/athletes/1725654/Rhode_Island/Stephanie_Reusch.html,w
https://www.tfrrs.org/athletes/2762214/Sacred_Heart/Molly_Hurkett.html,w
https://www.tfrrs.org/athletes/2756652/Hartford/Natalie_Bonham.html,w
https://www.tfrrs.org/athletes/2745800/Rhode_Island/Shannon_Meehan.html,w
https://www.tfrrs.org/athletes/2213641/Hartford/Nicolle_Adams.html,w
https://www.tfrrs.org/athletes/1687049/Shippensburg/Rebekah_Newhart.html,w
https://www.tfrrs.org/athletes/1201130/Bucknell/Jenn_Pierce.html,w
https://www.tfrrs.org/athletes/2210305/Shippensburg/Kate_Slonaker.html,w
https://www.tfrrs.org/athletes/2717578/Bucknell/Leah__Bettner.html,w
https://www.tfrrs.org/athletes/1254339/Lock_Haven/Larissa_Gunn.html,w
https://www.tfrrs.org/athletes/1701638/Millersville/Jess_Rhyner.html,w
https://www.tfrrs.org/athletes/1693687/Bucknell/Kristin_Bretscher.html,w
https://www.tfrrs.org/athletes/2210307/Shippensburg/Jessica_Yates.html,w
https://www.tfrrs.org/athletes/2752685/Lock_Haven/Justine_Stoltzfus.html,w
https://www.tfrrs.org/athletes/2258901/Shippensburg/Sara__Wagner.html,w
https://www.tfrrs.org/athletes/1199874/Shippensburg/Don_Graybill.html,m
https://www.tfrrs.org/athletes/2752691/Lock_Haven/Chris_Ammann.html,m
https://www.tfrrs.org/athletes/1687064/Shippensburg/Andrew_Campolongo.html,m
https://www.tfrrs.org/athletes/1201112/Bucknell/Ryan_White.html,m
https://www.tfrrs.org/athletes/2223821/Millersville/Jack_Scanlin.html,m
https://www.tfrrs.org/athletes/2717564/Bucknell/Jason__Brown.html,m
https://www.tfrrs.org/athletes/2223815/Millersville/Zac_Kohler.html,m
https://www.tfrrs.org/athletes/1201111/Bucknell/Thomas_Vogler.html,m
https://www.tfrrs.org/athletes/1692042/Lock_Haven/Phillip_LaBelle.html,m
https://www.tfrrs.org/athletes/1751213/Central_Michigan/Josh_Kettlewell.html,m
https://www.tfrrs.org/athletes/1748274/Saginaw_Valley/Aaron_Wilkins.html,m
https://www.tfrrs.org/athletes/1748271/Saginaw_Valley/Trevor_Opalewski.html,m
https://www.tfrrs.org/athletes/1247058/Central_Michigan/Erika_Schroll.html,w
https://www.tfrrs.org/athletes/2751979/Saginaw_Valley/Elizabeth_Wilford.html,w
https://www.tfrrs.org/athletes/2751966/Saginaw_Valley/Chelsea_Henderson.html,w
https://www.tfrrs.org/athletes/1996040/Saginaw_Valley/Kelly_Henris.html,w
https://www.tfrrs.org/athletes/2218920/Northwest_Nazarene/Beth_McLam.html,w
https://www.tfrrs.org/athletes/2210196/Northwest_Nazarene/Jill_Bennett.html,w
https://www.tfrrs.org/athletes/1732807/Concordia_OR/Dominique_Jacoy.html,w
https://www.tfrrs.org/athletes/1233294/Northwest_Nazarene/Laura_Vonarx.html,w
https://www.tfrrs.org/athletes/2464265/Portland_State/Alexis__kitzman.html,w
https://www.tfrrs.org/athletes/2741654/Portland_State/Hanna_Johnson.html,w
https://www.tfrrs.org/athletes/2756970/Boise_State/Kurt_Felix.html,m
https://www.tfrrs.org/athletes/2275657/Northwest_Nazarene/Ben_Heidegger.html,m
https://www.tfrrs.org/athletes/1237579/Portland_State/Nick_Trubachik.html,m
https://www.tfrrs.org/athletes/1689631/Northwest_Nazarene/Stuart_Montgomery.html,m
https://www.tfrrs.org/athletes/2214630/Portland_State/Travis_Sauvain.html,m
https://www.tfrrs.org/athletes/2218594/Boise_State/Steve_Anderson.html,m
https://www.tfrrs.org/athletes/2741650/Portland_State/Andrew__Vanhorn.html,m
https://www.tfrrs.org/athletes/1689625/Northwest_Nazarene/Tim__Greene.html,m
https://www.tfrrs.org/athletes/1654404/Winston_Salem_St/Persha_Lane.html,w
https://www.tfrrs.org/athletes/2650889/Radford/Elaine__Derricott.html,w
https://www.tfrrs.org/athletes/1704165/Liberty/Jen_Healey.html,w
https://www.tfrrs.org/athletes/1704164/Liberty/Krystle_Matthews.html,w
https://www.tfrrs.org/athletes/1691907/Va_Military_Institute/Zipporah_McCann.html,w
https://www.tfrrs.org/athletes/2757145/Liberty/Elliece_Boyles.html,w
https://www.tfrrs.org/athletes/2224346/Liberty/Geren_Woodbridge.html,m
https://www.tfrrs.org/athletes/1691953/Va_Military_Institute/Michael_Munson.html,m
https://www.tfrrs.org/athletes/2224343/Liberty/Drew_Edwards.html,m
https://www.tfrrs.org/athletes/2748337/Va_Military_Institute/Taylor_Schmalhofer.html,m
https://www.tfrrs.org/athletes/2748340/Va_Military_Institute/Antonio_Wood.html,m
https://www.tfrrs.org/athletes/1730689/Radford/Kevin_Richards.html,m
https://www.tfrrs.org/athletes/3279941/Amy_Boyer.html,w
https://www.tfrrs.org/athletes/3281339/Liz_Baller.html,w
https://www.tfrrs.org/athletes/3227009/Lewis/Megan_Marchildon.html,w
https://www.tfrrs.org/athletes/3227011/Lewis/Alexis__Atkins.html,w
https://www.tfrrs.org/athletes/1746251/Eastern_Michigan/Kevin_Lanier.html,m
https://www.tfrrs.org/athletes/3282805/Travis_Derscheid.html,m
https://www.tfrrs.org/athletes/3265412/Grand_Valley_St/Bret_Myers.html,m
https://www.tfrrs.org/athletes/3265417/Grand_Valley_St/Steve_Reives.html,m
https://www.tfrrs.org/athletes/2741500/Lewis/Kyle__Fitzgerald.html,m
https://www.tfrrs.org/athletes/3283741/David_Papenhagen.html,m
https://www.tfrrs.org/athletes/2750491/Eastern_Michigan/Jeremy_McCormick.html,m
https://www.tfrrs.org/athletes/3272348/Eastern_Michigan/Tim_Fuller.html,m
https://www.tfrrs.org/athletes/3282400/Chris__Schurr.html,m
https://www.tfrrs.org/athletes/1709410/Bates/Brett_Epler.html,m
https://www.tfrrs.org/athletes/2801127/Southern_Maine/Jason_Johnson.html,m
https://www.tfrrs.org/athletes/3269959/Bates/Chris__Halsted.html,m
https://www.tfrrs.org/athletes/3252868/Tufts/Andrew__Osborne.html,m
https://www.tfrrs.org/athletes/3272306/Southern_Maine/Aaron_Paiton.html,m
https://www.tfrrs.org/athletes/3252871/Tufts/David_Sutherland.html,m
https://www.tfrrs.org/athletes/3267249/Tiffin/Andrea_Glenn.html,w
https://www.tfrrs.org/athletes/2216477/Lock_Haven/Lauren_Edelman.html,w
https://www.tfrrs.org/athletes/1747108/Northern_Iowa/Olimpia_Nowak.html,w
https://www.tfrrs.org/athletes/3271647/Lock_Haven/Courtney_Funk.html,w
https://www.tfrrs.org/athletes/2721961/Morgan_State/Monae_Waller.html,w
https://www.tfrrs.org/athletes/2215353/Ashland/Kendra_Bassitt.html,w
https://www.tfrrs.org/athletes/3256961/California_PA/Khyalyani_Whitaker.html,w
https://www.tfrrs.org/athletes/2750575/Pittsburgh/Elizabeth_Kline.html,w
https://www.tfrrs.org/athletes/2746264/Wheeling_University/Samantha_Jendras.html,w
https://www.tfrrs.org/athletes/2783773/Pittsburgh/Natalie_Ryan.html,w
https://www.tfrrs.org/athletes/2756283/Noelle__Johnson.html,w
https://www.tfrrs.org/athletes/3254552/Morgan_State/Elan_Holston.html,w
https://www.tfrrs.org/athletes/1774598/Miami_OH/Michael__McCarty.html,m
https://www.tfrrs.org/athletes/1774600/Miami_OH/Matt_Rudin.html,m
https://www.tfrrs.org/athletes/2211645/Hampton/Bennett_Taylor.html,m
https://www.tfrrs.org/athletes/3263223/Wheeling_University/Kyle_Davies.html,m
https://www.tfrrs.org/athletes/1281472/Ohio_State/Rob_Wade.html,m
https://www.tfrrs.org/athletes/3262006/Kyle_Miller.html,m
https://www.tfrrs.org/athletes/2741429/Tiffin/Logan__Garcia.html,m
https://www.tfrrs.org/athletes/3271018/Cory__Kunze.html,m
https://www.tfrrs.org/athletes/2241632/Wheeling_University/Craig_Neiswanger.html,m
https://www.tfrrs.org/athletes/2245742/Walsh/Dan_Harsh.html,m
https://www.tfrrs.org/athletes/3262802/Miami_OH/Jordan__Goffena.html,m
https://www.tfrrs.org/athletes/3261008/Slippery_Rock/Hans_Lubich.html,m
https://www.tfrrs.org/athletes/2754544/New_Hampshire/Lana__Ciali.html,w
https://www.tfrrs.org/athletes/3269912/Maine/Alexis_Maylor.html,w
https://www.tfrrs.org/athletes/2753063/New_Hampshire/Anthony_Vorachak.html,m
https://www.tfrrs.org/athletes/3262059/New_Hampshire/Glen_Ruggerio.html,m
https://www.tfrrs.org/athletes/2950859/Maine/John_Bergstrom.html,m
https://www.tfrrs.org/athletes/3269884/Maine/James_Rutter.html,m
https://www.tfrrs.org/athletes/2277000/Doane/Kayti_Mark.html,w
https://www.tfrrs.org/athletes/2759872/NW_Missouri/Adrienne_Cornelius.html,w
https://www.tfrrs.org/athletes/3279190/Doane/Courtney_Richards.html,w
https://www.tfrrs.org/athletes/2729612/Doane/Jillian__Ourada.html,w
https://www.tfrrs.org/athletes/3256912/Central_Missouri/Zoe_Sharplin.html,w
https://www.tfrrs.org/athletes/3279191/Doane/Sara_Bloom.html,w
https://www.tfrrs.org/athletes/2783013/Doane/Rob_Keeney.html,m
https://www.tfrrs.org/athletes/3170823/NW_Missouri/Robert_Courtney.html,m
https://www.tfrrs.org/athletes/2743674/Central_Missouri/Connor_Coleman.html,m
https://www.tfrrs.org/athletes/3256909/Central_Missouri/Ethan_Warren.html,m
https://www.tfrrs.org/athletes/3170826/NW_Missouri/Logann_Halloran.html,m
https://www.tfrrs.org/athletes/3256888/Central_Missouri/George_Charalambous.html,m
https://www.tfrrs.org/athletes/2748167/Nebraska_Kearney/Jena_Isaacson.html,w
https://www.tfrrs.org/athletes/4181887/Chadron_State/Michaela_Odenbaugh.html,w
https://www.tfrrs.org/athletes/2754989/Chadron_State/Stacee_Craig.html,w
https://www.tfrrs.org/athletes/2755001/Chadron_State/Erin_Krause.html,w
https://www.tfrrs.org/athletes/2755020/Chadron_State/Sean_Munger.html,m
https://www.tfrrs.org/athletes/3264990/Augustana_SD/Katie_Guse.html,w
https://www.tfrrs.org/athletes/3264996/Augustana_SD/Anne_Parsley.html,w
https://www.tfrrs.org/athletes/2762802/Augustana_SD/Meagan_Grandgenett.html,w
https://www.tfrrs.org/athletes/3277029/Mount_Marty/Haley_Logan.html,w
https://www.tfrrs.org/athletes/3264991/Augustana_SD/Mary_Hitchcock.html,w
https://www.tfrrs.org/athletes/3275059/Wayne_St_NE/Tabitha_Machar.html,w
https://www.tfrrs.org/athletes/2762807/Augustana_SD/Karissa_Pepin.html,w
https://www.tfrrs.org/athletes/3262518/Ashford/Justin_Ludwikowski.html,m
https://www.tfrrs.org/athletes/2762732/Augustana_SD/Jacob_Pohlmann.html,m
https://www.tfrrs.org/athletes/3275080/Wayne_St_NE/Chris_Morey.html,m
https://www.tfrrs.org/athletes/1754983/Fort_Hays_St/Luke_Lubbers.html,m
https://www.tfrrs.org/athletes/3268615/Emporia_St/Davian_Lawrence.html,m
https://www.tfrrs.org/athletes/2213946/St_Louis_U/Mallory_Dugger.html,w
https://www.tfrrs.org/athletes/2748516/Kansas_State/Lauren_Garrott.html,w
https://www.tfrrs.org/athletes/3255396/Kansas_State/Julia_Zeiner.html,w
https://www.tfrrs.org/athletes/1688875/So_Conn_St/Jason_Polakowski.html,m
https://www.tfrrs.org/athletes/3250008/So_Conn_St/Nick_Lebron.html,m
https://www.tfrrs.org/athletes/2751906/So_Conn_St/Casey_Canada.html,m
https://www.tfrrs.org/athletes/2751890/So_Conn_St/Justin_Escaravage.html,m
https://www.tfrrs.org/athletes/3260225/Eastern_Washington/Kathryn__Barnitz.html,w
https://www.tfrrs.org/athletes/2748006/Eastern_Washington/Taymussa_Miller.html,w
https://www.tfrrs.org/athletes/2759586/Montana/Austin_Emry.html,m
https://www.tfrrs.org/athletes/3260210/Eastern_Washington/Thomas__Kassa.html,m
https://www.tfrrs.org/athletes/2221561/Vermont/Ase_Lundin.html,w
https://www.tfrrs.org/athletes/3265197/Hartford/Alisha__Beeman.html,w
https://www.tfrrs.org/athletes/3265200/Hartford/Shaneen__Datts.html,w
https://www.tfrrs.org/athletes/3263809/Vermont/Tess_Cioffredi.html,w
https://www.tfrrs.org/athletes/2748380/Vermont/Erin_Argentieri.html,w
https://www.tfrrs.org/athletes/2748385/Vermont/Robin_Darrow.html,w
https://www.tfrrs.org/athletes/3263811/Vermont/Erica_Hawley.html,w
https://www.tfrrs.org/athletes/2758373/Brockport_St/Brandon_Lindsey.html,m
https://www.tfrrs.org/athletes/2235609/Cornell/Vince_Formica.html,m
https://www.tfrrs.org/athletes/3262470/Cornell/Mike_Rabbitt.html,m
https://www.tfrrs.org/athletes/2804236/North_Dakota_St/Deborah_John.html,w
https://www.tfrrs.org/athletes/2254301/North_Dakota_St/Kristen_Killoran.html,w
https://www.tfrrs.org/athletes/1760459/Northern_State/Tanya_Vassar.html,w
https://www.tfrrs.org/athletes/2767211/North_Dakota_St/Andy_Lillejord.html,m
https://www.tfrrs.org/athletes/2760865/MSU_Moorhead/Aron_Velde.html,m
https://www.tfrrs.org/athletes/1279524/South_Dakota_St/Ben_Jasinski.html,m
https://www.tfrrs.org/athletes/1958906/MSU_Moorhead/Luke_Buchholz_.html,m
https://www.tfrrs.org/athletes/2252574/MSU_Moorhead/Matt_Weeks.html,m
https://www.tfrrs.org/athletes/2224414/Liberty/Christina_Mitchell.html,w
https://www.tfrrs.org/athletes/2747467/James_Madison/Jennifer_Monk.html,w
https://www.tfrrs.org/athletes/2755793/Richmond/Meghan_Hart.html,w
https://www.tfrrs.org/athletes/1692553/Lynchburg/Jessica_Gibbs.html,w
https://www.tfrrs.org/athletes/3255033/Radford/Amber_Church.html,w
https://www.tfrrs.org/athletes/3263108/Richmond/Ann_O'Toole.html,w
https://www.tfrrs.org/athletes/3255041/Radford/Courtni_Pannell.html,w
https://www.tfrrs.org/athletes/3253694/Lynchburg/James_Carney.html,m
https://www.tfrrs.org/athletes/3263650/Liberty/Taylor_Schmidt.html,m
https://www.tfrrs.org/athletes/3253691/Lynchburg/James_Bell.html,m
https://www.tfrrs.org/athletes/2262430/Liberty/Cody_Fridgen.html,m
https://www.tfrrs.org/athletes/2755728/Radford/Phillip_Hovatter.html,m
https://www.tfrrs.org/athletes/3263502/Liberty/Harrison_Allen.html,m
https://www.tfrrs.org/athletes/2755921/St_Pauls_College/Fred_Boone.html,m
https://www.tfrrs.org/athletes/3253722/Lynchburg/Korosh_Yazdanpanah.html,m
https://www.tfrrs.org/athletes/3262933/Sacred_Heart/Chelsey_Parks.html,w
https://www.tfrrs.org/athletes/3262931/Sacred_Heart/Joselyn_Henry.html,w
https://www.tfrrs.org/athletes/3266632/Millersville/Erin_Mason.html,w
https://www.tfrrs.org/athletes/3255288/Lehigh/Brooke__Astor.html,w
https://www.tfrrs.org/athletes/3255292/Lehigh/Jessica_Ernst.html,w
https://www.tfrrs.org/athletes/3257079/Shippensburg/Katie_Slonaker.html,w
